"key","en","fr","it","ja","ko","es","pt_BR","pl","de","ru","uk","zh_CN"
"SITE_ABOUT_FAQ_A1","Nope! MOTHER: Encore is a fan made project, and is in no way affiliated, associated, authorized, endorsed by, or in any way officially connected with Nintendo, Shigesato Itoi, HAL Laboratory, Inc., or any of its subsidiaries or its affiliates! This is a fan game made by the fans, for the fans! It will always remain free because of that.","Pas du tout ! MOTHER: Encore est un projet réalisé par des fans. Il n’est nullement associé, soutenu, autorisé ou relié d’une quelconque façon à Nintendo, Shigesato Itoi, HAL Laboratory, Inc., ainsi que leurs filiales et partenaires ! Il s’agit d’un fan game, fait par les fans, pour les fans ! Et pour cette raison, il restera toujours gratuit.","No! MOTHER: Encore è un progetto amatoriale e non è in alcun modo affiliato, associato, autorizzato, approvato né ufficialmente collegato a Nintendo, Shigesato Itoi, HAL Laboratory, Inc. e a nessuna loro società sussidiaria o associata! È un gioco realizzato dai fan per i fan! Per questo motivo, sarà sempre gratuito.","いいえ！MOTHER：ENCOREはファンの二次創作ゲームであり、任天堂、糸井重里、HAL研究所、またはその子会社や関連会社とは一切関係ありません！これはファンによるファンのためのファンゲームです！そのため、常に無料になります。","아니요! MOTHER: Encore는 팬들의 2차 창작 게임이며 닌텐도, 이토이 시게사토, HAL 연구소 또는 그 자회사나 계열사와는 그 어떤 관계가 없습니다. 이 작품은 오직 팬들을 위해 만든 팬 게임입니다! 그렇기에 상시 무료 배포입니다.","¡No! MOTHER: Encore es un proyecto hecho por fans, y no está de ninguna manera afiliado, asociado, autorizado, respaldado o de alguna manera relacionado oficialmente con Nintendo, Shigesato Itoi, HAL Laboratory, Inc. o cualquiera de sus subsidiarias o filiales. Este es un juego hecho por y para fans, y por eso siempre será gratuito.","Não! MOTHER: Encore é um projeto feito por fãs, e não é de nenhuma forma afiliado, associado, autorizado, patrocinado ou conectado oficialmente à Nintendo, Shigesato Itoi, HAL Laboratory, Inc. ou a alguma das suas subsidiárias ou afiliadas. Este é um jogo feito de fãs para fãs! E sempre será gratuito por causa disso.","Nie! MOTHER: Encore to projekt tworzony przez fanów i nie jest w żaden sposób powiązany, zrzeszony, autoryzowany, wspierany ani w żaden sposób oficjalnie powiązany z Nintendo, Shigesato Itoi, HAL Laboratory, Inc. ani żadną z ich spółek zależnych lub stowarzyszonych! Jest to gra tworzona przez fanów dla fanów! Z tego powodu zawsze pozostanie darmowa.","Nix da! MOTHER: Encore ist ein von Fans gemachtes Projekt und ist in keiner Weise mit Nintendo, Shigesato Itoi, HAL Laboratory, Inc. oder einer ihrer Tochtergesellschaften sowie dazugehörigen Unternehmen verbunden, assoziiert, autorisiert, gebilligt oder in irgendeiner Weise offiziell mit ihnen zusammen! Dies ist ein Fan-Game, das von Fans für Fans gemacht wurde! Aus diesem Grund wird es auch immer kostenlos sein.","Никак нет! MOTHER: Encore — это фанатский проект, который не лицензирован, не ассоциирован, не авторизован и не одобрен Nintendo, Сигэсато Итои, HAL Laboratory, Inc. или какими-либо другими дочерними компаниями и аффилированными лицами и никаким образом с ними не связан. Это фан-игра, созданная фанатами для фанатов! И по этой причине она всегда будет бесплатной.","Зовсім ні! MOTHER: Encore — фанатський проєкт, і зовсім не пов'язаний, авторизований, схвалений, чи будь-яким чином підтриманий Nintendo, Сигесато Ітоєм, HAL Laboratory, Inc. або кимсь з їх дочірніх компаній чи афійілованих осіб! Це гра створена фанатами, для фанатів! Через це вона завжди буде безкоштовною.",""
"SITE_ABOUT_FAQ_Q2","Is this intended to replace Mother 1?","Est-ce que MOTHER: Encore a pour vocation de remplacer MOTHER 1 ?","MOTHER: Encore intende rimpiazzare MOTHER “1”?","これはMOTHER 1の代わりとなるものですか？","이 작품은 MOTHER 1을 대체하기 위한 작품인가요?","¿Está destinado a reemplazar a Mother 1?","Este jogo substitui MOTHER 1?","Czy ma to zastąpić Mother 1?","Soll dies Mother 1 ersetzen?","Должна ли она заменить Mother 1?","Чи повинна вона замінити Mother 1?",""
"SITE_ABOUT_FAQ_A2_1","No, since it’s a reimagining, there’s different game design philosophies at play. It’s extremely difficult, perhaps impossible to reimagine something and keep everything great about the original intact, especially when you aren’t the original creator.","Non. Puisque c’est une réinterprétation, le jeu a sa propre philosophie. C’est extrêmement difficile, voire impossible, de recréer une œuvre tout en gardant intactes toutes ses qualités d’origine, surtout quand on n’en est pas le créateur.","No. Dal momento che si tratta di una rivisitazione, è approcciato con una diversa filosofia di game design. È estremamente difficile, forse addirittura impossibile, reimmaginare qualcosa e lasciare intatti tutti i pregi del prodotto originale, soprattutto quando non sei il creatore originale.","いいえ、完全なリメイクなので、根本的なゲームデザインが異なります。特に原作者でない場合、何かをリメイクしながら、オリジナルの素晴らしさをそのまま残すのは不可能に近いです。","아닙니다, 완전한 리메이크이기 때문에 근본적인 게임 디자인이 다릅니다. 특히 원작자가 직접 만든 것이 아니라면 리메이크에서 원작의 훌륭함을 그대로 유지하는 것은 불가능에 가깝습니다.","No, al ser una reimaginación, hay diferentes filosofías de diseño en juego. Es extremadamente difícil, puede que imposible, reimaginar algo y mantener intacto todo lo bueno del original, sobre todo cuando no eres el creador original.","Não, já que este jogo é uma reimaginação, as filosofias de game design usadas são diferentes. É extremamente difícil, talvez até impossível, reimaginar algo e manter intacto o que fazia o original ser tão bom, principalmente se você não é o criador original.","Nie, ponieważ jest to nowe wyobrażenie, w grę wchodzą różne filozofie projektowania gier. Stworzenie czegoś na nowo i zachowanie wszystkiego, co najlepsze w oryginale, jest niezwykle trudne, a być może nawet niemożliwe, zwłaszcza gdy nie jest się twórcą oryginału.","Nein, da es sich um eine Neuinterpretation handelt, sind andere Design-Philosophien im Spiel. Es ist extrem schwierig, wenn nicht sogar unmöglich, etwas neu zu erfinden und alles, was an dem Original gut war, beizubehalten – vor allem, wenn man nicht der Schöpfer des Originals ist.","Нет: так как это переосмысление, здесь используется иная философия геймдизайна. Чрезвычайно сложно, если не невозможно интерпретировать что-то, сохранив при этом всё лучшее из оригинала в неизменном виде, если вы не являетесь напрямую его создателем.","Ні, так як це переосмислення, гра створюється з іншими поглядами. Дуже складно, якщо не неможливо по-новому уявити щось і залишити усе найкраще з оригіналу, особливо коли ти не автор оригіналу.",""
"SITE_ABOUT_FAQ_A2_3","We hope that you accept Encore as being something that compliments the original, not a replacement. Encore’s too different to be considered the “MOTHER: definitive edition.”","Nous espérons que vous accepterez de voir MOTHER: Encore comme un complément au jeu original, plutôt que comme un remplacement. Il est trop différent pour être considéré comme un « MOTHER: Definitive Edition ».","Speriamo che accoglierete MOTHER: Encore come un prodotto che complementa l’originale, non un rimpiazzo. Encore differisce troppo, non può essere considerato un’“edizione definitiva” di MOTHER.","MOTHER：ENCOREは原作と独立したものであり、代替物ではないことをご理解いただければと思います。こちらは「MOTHER：決定版」ではありません。","이 작품은 'MOTHER: 완전판'과는 거리가 멀기 때문에 대체물이 아님을 이해해 주시길 바랍니다.","Esperamos que Encore sea aceptado como un complemento del original, no un sustituto. Encore es demasiado diferente para ser considerado como “MOTHER: Definitive Edition”.","Esperamos que você aceite Encore como um complemento do original, não uma substituição. Encore é diferente demais para ser considerado um “MOTHER: Versão Definitiva”.","Mamy nadzieję, że zaakceptujesz Encore jako coś, co uzupełnia oryginał, a nie go zastępuje. Encore jest zbyt odmienne, by można go było uznać za „MOTHER: Definitive Edition”.","Wir hoffen, dass Encore als Ergänzung zum Original gesehen wird, nicht als Ersatz. Encore ist zu unterschiedlich, um als ""MOTHER: Definitive Edition"" bezeichnet zu werden.","Мы надеемся, что вы воспримете MOTHER: Encore как дань уважения оригиналу, а не как замену ему. Наш проект сильно отличается от оригинала и не может считаться чем-то вроде «MOTHER: Улучшенное издание».","Ми сподіваємося, що ви сприймете MOTHER: Encore як данину поваги оригіналу, а не як його заміну. Наш проект сильно відрізняється від оригіналу і не може вважатися ""MOTHER: Definitive Edition"".",""
"SITE_ABOUT_FAQ_Q3","Will the game be as difficult as the original?","Est-ce que le jeu sera aussi difficile que l’original ?","Questo gioco sarà difficile come l’originale?","難易度は原作と同じですか？","게임이 원작만큼 어려울까요?","¿El juego será tan difícil como el original?","O jogo será difícil que nem o original?","Czy gra będzie równie trudna jak oryginał?","Wird das Spiel so schwierig sein wie das Original?","Будет ли игра такой же сложной, как и оригинал?","Чи буде гра настільки ж важкою, як і оригінал?",""
"SITE_ABOUT_FAQ_A3","Nope, we’re rebalancing the game from the ground up.","Non, il sera intégralement rééquilibré.","No, stiamo ribilanciando il gioco dalle basi.","いいえ、ゲームバランスを一から見直しています。","아뇨, 난이도에 대해서는 재검토하고 있습니다.","No, vamos a rebalancear el juego desde cero.","Não, estamos reequilibrando o jogo do zero.","Nie, rebalansujemy grę od podstaw.","Nein, wir haben das Spiel von Grund auf neu ausbalanciert.","Нет, мы сделаем игру сбалансированной.","Ні, ми зробимо гру збалансованою.",""
"SITE_ABOUT_FAQ_Q4","What platforms will MOTHER: Encore be on?","Sur quelles plates-formes MOTHER: Encore sera-t-il disponible ?","Su che piattaforme sarà giocabile MOTHER: Encore?","MOTHER：Encoreの対応プラットフォームは何ですか？","MOTHER: Encore는 어떤 플랫폼을 지원하나요?","¿En qué plataformas estará disponible MOTHER: Encore?","Para quais plataformas MOTHER: Encore estará disponível?","Na jakie platformy trafi MOTHER: Encore?","Auf welchen Plattformen wird MOTHER: Encore erscheinen?","На каких платформах будет MOTHER: Encore?","На яких платформах буде MOTHER: Encore?",""
"SITE_ABOUT_FAQ_A4_1","It will only be officially available on Windows, Mac and Linux.","Le jeu sera disponible officiellement sous Windows, macOS et Linux.","Ufficialmente sarà disponibile solo su Windows, Mac e Linux.","正式にはWindows、Mac、Linuxのみです。","공식적으로 오직 Windows, Mac, Linux만 지원하고 있습니다.","Solo estará disponible oficialmente en Windows, Mac y Linux.","Estará disponível oficialmente para Windows, Mac e Linux.","Gra będzie oficjalnie dostępna tylko na Windowsa, Maca i Linuxa.","Es wird offiziell nur für Windows, Mac und Linux verfügbar sein.","Она будет официально доступна только на Windows, Mac и Linux.","Офіційно лише на Windows, Mac і Linux",""
"SITE_ABOUT_FAQ_A4_2","Since the game will be open source, the community could port the game to other systems! We’ll encourage as many fan-ports as possible!","Le jeu sera open source, donc la communauté pourra le porter sur d’autres systèmes ! Nous encourageons toutes les initiatives de portage.","Poiché il codice del gioco sarà open source, la community potrà potrare il gioco anche su altre piattaforme! Incoraggiamo quanti più porting possibili da parte dei fan!","このゲームはオープンソースなので、コミュニティが他のシステムに移植することも可能です！ご自由に移植してください！","하지만, 오픈 소스이기 때문에 다른 플랫폼으로 이식할 수 있습니다! 자유롭게 이식하세요!","Dado que el juego será de código abierto, la comunidad podrá hacer ports a otros sistemas. ¡Animaremos a los fans a que hagan tantos como sea posible!","Já que o código do jogo será livre, a comunidade pode fazer ports do jogo para os outros sistemas! Encorajaremos o máximo possível de ports feitos por fãs!","Ponieważ gra będzie open source, społeczność może robić porty na inne systemy! Będziemy zachęcać do jak największej liczby fanowskich portów!","Da das Spiel Open Source sein wird, kann die Community das Spiel auf andere Systeme portieren! Wir werden so viele Fan-Portierungen wie möglich unterstützen!","Поскольку игра будет с открытым исходным кодом, сообщество сможет портировать её на другие системы. Мы постараемся поощрять максимально возможное количество фанатских портов!","Оскільки гра матиме відкритий код, спільнота зможе робити порти гри на інші системи! Ми заохочуватимемо створення якнайбільшої кількості фанатських портів!",""
"SITE_ABOUT_FAQ_Q5","What version of town names will you be using? (i.e. Podunk or Mother’s Day)","Quelle version des noms de villes allez-vous utiliser ? (Podunk ou Mother’s Day, par exemple)","Quale versione dei nomi delle cità utilizzerete (es.: Podunk oppure Mother’s Day)?","町の名前はどのバージョンを使いますか？（例：ポダンク、マザーズデイ）","마을 이름은 무엇을 사용했나요? (예: 포덩크 / 마더즈데이)","¿Qué versión de los nombres de ciudades se utilizará? (por ejemplo, Podunk o Mother’s Day)","Que versão dos nomes das cidades vocês estarão usando? (Por exemplo, Podunk ou Dia das Mães?)","Jakiej wersji nazw miast będziecie używać? (np. Podunk czy Mother’s Day)","Welche Version von Stadtnamen wird verwendet werden? (z. B. Podunk oder Mother’s Day)","Какую локализацию названий городов вы будете использовать? К примеру, «Поданк» (англ.) или «День Матери» (яп.).","Яку локалізацію назв міст ви використовуватимете? Наприклад, «Поданк» (англ.) або «День Матері» (яп.).",""
"SITE_ABOUT_FAQ_A5","The Phil Sandhop Translation (Podunk).","Sur ce point, nous nous basons sur la traduction de Phil Sandhop, donc ce sera Podunk.","La traduzione di Phil Sandhop (Podunk).","日本語版は原作通り（マザーズデイ）。","원작의 일본어 명칭과 원작의 비공식 번역을 따라갔습니다. (마더즈데이)","La traducción de Phil Sandhop (Podunk).","Estaremos fazendo a nossa própria adaptação baseada nos nomes em japonês (Mother's Day, Thanksgiving, etc.)","Tłumaczenie Phila Sandhopa (Podunk).","Die Phil Sandhop Übersetzung. (Podunk).","Мы используем перевод Фила Сэндхопа («Поданк»).","Ми використовуємо переклад Філа Сендхопа («Поданк»).",""
"SITE_ABOUT_FAQ_Q6","How can I show my support?","Comment peut-on vous soutenir ?","Come posso supportarvi?","どうやって支援できますか？","어떻게 지원할 수 있나요?","¿Cómo puedo mostrar mi apoyo?","Como eu posso mostrar o meu apoio?","Jak mogę okazać swoje wsparcie?","Wie kann ich meine Unterstützung zeigen?","Как я могу вас поддержать?","Як я можу вас підтримати?",""
"SITE_ABOUT_FAQ_A6","We appreciate your willingness to support! You can show your support for us by spreading the word. Not too much though.","Nous apprécions votre volonté de nous soutenir ! Vous pouvez nous aider en faisant passer le message autour de vous. Mais avec modération, quand même.","Apprezziamo il tuo desiderio di supportarci! Ti saremmo grati se lo facessi diffondendo il verbo. Non troppo, però.","積極的なご支援に感謝いたします！MOTHER：ENCOREのことを他の方に広めていただけると幸いです。ただし、やりすぎにはご注意ください。","MOTHER: Encore를 주변 지인들에게 소개해 주시는 것만으로도 너무 감사드립니다! 너무 과하게는 말고요.","Apreciamos tu voluntad por apoyarnos. Puedes mostrar tu apoyo corriendo la voz. Pero no demasiado.","Nós apreciamos a sua vontade de apoiar o projeto! Você pode mostrar o seu apoio divulgando o jogo. Mas com moderação.","Doceniamy twoją chęć wsparcia! Możesz okazać nam swoje wsparcie poprzez rozpowszechnianie informacji. Ale nie za dużo.","Wir schätzen deine Bereitschaft zur Unterstützung! Du kannst Unterstützung zeigen, indem Du über uns redest. Natürlich nicht zu viel.","Мы рады, что вы хотите нас поддержать! И вы сможете это сделать, рассказав о MOTHER: Encore другим! Только не переусердствуйте.","Ми щасливі, що ви бажаєте нас підтримати! І ви зможете це зробити, розповівши про MOTHER: Encore іншим! Тільки не перестарайтеся.",""
"SITE_ABOUT_FAQ_Q7","When is the release date?","Quand est-ce que le jeu sortira ?","Qual è la data di pubblicazione?","リリース日はいつですか？","출시일은 언제인가요?","¿Cuándo saldrá el juego?","Quando o jogo será lançado?","Kiedy będzie premiera?","Wann ist der Veröffentlichungstermin?","Когда дата выхода?","Коли дата виходу?",""
"SITE_ABOUT_FAQ_A7","![IDK punchline meme starring Dumbledore](/Assets/Funny/idk.jpeg)","![Image mème faite à l’arrache avec Dumbledore qui dit « Aucune idée »](/Assets/Funny/idk_fr.jpeg)","🤷","さあ🤷","![몰?루](/Assets/Funny/idk_ko.jpeg)","![no c xd](/Assets/Funny/idk_es.jpeg)","![🤷](/Assets/Funny/idk_pt_BR.jpeg)","![W sumie nie wiem](/Assets/Funny/idk_pl.jpeg)","![Ich weiss es net brudi](/Assets/Funny/idk_de.jpeg)","![ХЗ](/Assets/Funny/idk_ru.jpeg)","![ХЗ](/Assets/Funny/idk_ru.jpeg)",""
"SITE_ABOUT_FAQ_Q8","Are you worried about receiving a DMCA from Nintendo?","Vous n’avez pas peur de recevoir une demande de retrait de Nintendo ?","Siete preoccupati di poter ricevere un DMCA da parte di Nintendo?","任天堂からのDMCAを受け取る心配はありませんか？","닌텐도에 DMCA를 받을 염려는 없나요?","¿Y si Nintendo manda una orden de...?","Vocês não estão com medo de receber uma notificação DMCA da Nintendo?","Martwicie się o otrzymanie DMCA od Nintendo?","Besteht Grund zur Sorge eine Unterlassungserklärung von Nintendo zu erhalten?","Боитесь ли вы получить от Nintendo за нарушение авт. прав?","Хвилюєтеся отримати DMCA від Nintendo?",""
"SITE_ABOUT_FAQ_A8","Not really.","Pas vraiment.","Non proprio.","特にありません。","없습니다.","No estamos preocupados por ello.","Não muito.","Ani trochę.","Nicht wirklich.","Не особо.","Не дуже.",""
"SITE_ABOUT_FAQ_Q9","Will Ninten have PK [favorite thing]?","Est-ce que Ninten pourra effectuer un PK [chose favorite] ?","Ninten potrà imparare Psico[cosa preferita]?","ニンテンにはPK[カッコいいとおもうもの]はありますか？","닌텐은 PK [멋지다고 생각하는 것]을 가지나요?","¿Tendrá Ninten un PK [cosa favorita]?","Ninten terá um PK [coisa favorita]?","Czy Ninten będzie miał PK [ulubiona rzecz]?","Wird Ninten PK-[Lieblingssache] haben?","Будет ли у Нинтена «ПК-[любимая вещь]»?","Чи матиме Нінтен «ПСИ [улюблена річ]»?",""
"SITE_ABOUT_FAQ_A9","No, but he will get a different offensive ability to make up for his lack of PSI attacks. The other party members will have new abilities too, but we don’t want to spoil what they are.","Non, mais il apprendra une autre capacité offensive en compensation. Les autres membres de l’équipe possèderont également de nouvelles capacités, mais nous préférons garder la surprise.","No, ma otterrà un’altra abilità offensiva per sopperire alla sua mancanza di attacchi PSI. Anche gli altri membri della squadra impareranno nuove abilità, ma non vogliamo farvi spoiler.","ありませんが、代わりに別の攻撃系PKを獲得します。他のキャラクターも新しい能力を獲得しますが、詳細はお楽しみにしてください。","아니요, 하지만 PSI 공격의 부족을 메우기 위해 닌텐은 다른 공격 능력을 얻을 겁니다. 다른 팀원들도 기존의 모습을 망치지 않는 선에서 새로운 능력을 갖추게 될 것입니다.","No, pero tendrá otra habilidad ofensiva para compensar su falta de ataques PSI ofensivos. Los otros miembros del equipo también tendrán nuevas habilidades, pero no queremos desvelarlas.","Não, mas daremos a ele outra habilidade ofensiva para compensar sua falta de ataques PSI. Os outros membros do grupo também ganharão habilidades novas, mas não queremos dar spoilers de quais serão.","Nie, ale otrzyma inną umiejętność ofensywną, która zrekompensuje mu brak ataków PSI. Reszta członków drużyny również otrzyma nowe zdolności, ale nie chcemy zdradzać, jakie.","Nein, aber er wird eine andere offensive Fähigkeit bekommen, um das Fehlen von PSI-Angriffen auszugleichen. Die anderen Gruppenmitglieder werden auch neue Fähigkeiten haben, aber wir wollen noch nicht verraten welche das sind.","Нет, но он получит другую атакующую способность, которая компенсирует у него отсутствие психоатак. У остальных членов команды также будут новые способности, о которых мы говорить пока что не будем.","Ні, але він отримає іншу атакувальну здібність, яка зкомпенсує його відсутніть ПСИ атак. Інші члени команди також отримають нові здібності, але ми не хочемо поки що про них розповідати.",""
"SITE_ABOUT_FAQ_Q10","Will Encore have Rhythm combos?","Est-ce qu’il y aura des combos rythmiques dans MOTHER: Encore ?","MOTHER: Encore avrà le combo ritmiche di MOTHER 3?","MOTHER：ENCOREにリズムバトルはありますか？","리듬 콤보가 나오나요?","¿Encore tendrá combos rítmicos?","Encore terá combos musicais?","Czy Encore będzie miał rytmiczne combosy?","Wird es in Encore Rhythmus-Kombinationen geben?","Будет ли у MOTHER: Encore механика ритм-комбо?","Чи буде у MOTHER: Encore механіка ритм-комбо?",""
"SITE_ABOUT_FAQ_A10","Nope, Mother Encore’s battle themes were not made with rhythm combos in mind.","Non, les thèmes de combat du jeu n’ont pas été composés dans cette perspective.","No, le musiche di battaglia di MOTHER: Encore non sono state composte contemplando le combo ritmiche.","いいえ、MOTHER：ENCOREにはありません。","아니요, 이 작품의 배틀 테마는 리듬 콤보를 염두하고 만든 것이 아닙니다.","No, los temas de batalla de Mother Encore no se hicieron con los combos rítmicos en mente.","Não, as músicas de batalha de MOTHER Encore não foram feitas com esse propósito em mente.","Nie, motywy bitewne Mother Encore nie zostały stworzone z myślą o rytmicznych combosach.","Nein, die Kampfthemen von Mother Encore wurden nicht mit Blick auf Rhythmuskombinationen entwickelt.","Не-а, музыка из битв MOTHER: Encore написана без учёта этой механики.","Ні, музика з битв у MOTHER: Encore написана без урахування цієї механіки.",""
"SITE_ABOUT_FAQ_Q11","Will this be playable on the GBA? Is this a romhack of Mother 3?","Est-ce qu’il sera jouable sur GBA ? Est-ce que c’est un romhack de Mother 3 ?","Sarà giocabile sul GBA? È una hack ROM di MOTHER 3?","これはGBA用ソフトですか？","GBA에서 실행되나요? MOTHER 3의 개조 롬인가요?","¿Se podrá jugar en GBA? ¿Es un romhack de Mother 3?","O jogo estará disponível no GBA? É uma romhack de MOTHER 3?","Będzie to grywalne na GBA? Czy to romhack Mother 3?","Wird das Spiel auf dem GBA spielbar sein? Ist es ein Romhack von Mother 3?","Получится ли в неё сыграть на Gameboy Advance? Это ромхак на Mother 3?","Чи вийде зіграти у це на Gameboy Advance? Це ромхак Mother 3?",""
"SITE_ABOUT_FAQ_A11","No, the game is being developed using Godot and will be released on pc. Besides, Mother 3 rom hacking isn’t nearly advanced enough considering Mother Encore’s ambition.","Non, le jeu est développé à l’aide de Godot et sortira sur PC. Par ailleurs, l’état de l’art en matière de romhacking de Mother 3 n’est pas assez avancé pour nous permettre de concrétiser nos ambitions.","No, il gioco è sviluppato su Godot e sarà pubblicato per computer. Oltre questo, il ROM hacking di MOTHER 3 non è sufficientemente avanzato da soddisfare le ambizioni di MOTHER: Encore.","いいえ、このゲームはPC用であり、Godotで開発されています。GBAでは機能しにくいものです。","아니요, 이 작품은 Godot으로 개발되고 있으며 PC로 출시될 예정입니다. 게다가 우리의 야망을 고려한다면 개조 롬이 좋은 방법은 아닐 겁니다.","No, el juego se está desarrollando con Godot y saldrá en PC. Además, la escena de romhacking de Mother 3 no es lo suficientemente avanzada tomando en cuenta la ambición de Mother Encore.","Não, o jogo está sendo desenvolvido usando Godot e será lançado para computadores. Além disso, romhacks de MOTHER 3 não são avançadas o suficiente, considerando a ambição de MOTHER: Encore.","Nie, gra jest tworzona przy użyciu silnika Godot i zostanie wydana na PC. Poza tym, romhacking Mother 3 nie jest zbytnio zaawansowany, biorąc pod uwagę ambicje Mother Encore.","Nein, das Spiel wird mit Godot entwickelt und wird auf dem PC veröffentlicht werden. Außerdem ist das Hacken der Mother 3-Rom nicht annähernd fortschrittlich genug, wenn man die Ambitionen von Mother Encore bedenkt.","Нет, игра разрабатывается на движке Godot и будет выпущена на ПК. К тому же, если учитывать амбициозность проекта MOTHER: Encore, ромхакинг Mother 3 ещё не настолько продвинут.","Ні, гра розробляється на движку Godot і буде випущена на ПК. До того ж ромхакінг Mother 3 ще не настільки просунутий, враховуючи амбітність проекту MOTHER: Encore.",""
"SITE_ABOUT_DL_TITLE","Download? But the game’s not done.","Télécharger ? Mais le jeu n’est pas terminé…","Download? Ma il gioco non è pronto.","ゲームは完成されていますか？","아직 게임이 완성되지 않았습니다.","¿Descarga? Pero si el juego no está terminado.","Download? Mas o jogo ainda não está pronto.","Można pobrać? Ale gra nie jest skończona.","Download? Aber das Spiel ist noch nicht fertig.","А что значит «скачать»? Игра же ещё не готова.","А що означає «завантажити»? Гра ще ж не готова.",""
"SITE_ABOUT_DL_INTRO_1","We plan on releasing the game in multiple Acts! Currently we have 2 Acts done, with 8 Acts planned in total. Each Act will be a simple content update that adds new areas onto the game so you can enjoy the entire game as a seamless experience. You can find downloads for the game on Itch.io.","On prévoit de sortir le jeu en plusieurs Actes ! Pour le moment, 2 Actes sur 8 sont terminés. Chaque Acte sera une mise à jour de contenu qui ajoute de nouveaux endroits au jeu pour que vous puissiez profiter de l'expérience du jeu sans interruption. Vous pouvez télécharger le jeu sur Itch.io.","Pianifichiamo di rilasciare il gioco in più Atti! Al momento abbiamo completato i primi 2 su un totale di 8. Ogni Atto sarà un aggiornamento che aggiungerà nuove aree al gioco, in modo tale che possiate godervelo man mano. Potete scaricare il gioco su itch.io.","はい、ゲーム本編はまだ完成していませんが、MOTHER：ENCOREチームはファンたちにACT 1を提供しました！過去数年間、このプロジェクトを支えてくださった皆様には感謝してもしきれません。","게임을 여러 장으로 나눠 출시할 계획입니다! 현재 2장까지 완료되었으며, 총 8개의 장으로 계획되어 있습니다. 각 장마다 새로운 지역을 추가하여 최종적으로 하나의 완성된 여정을 즐길 수 있습니다. 게임은 Itch.io를 통해 다운로드할 수 있습니다.","¡Planeamos lanzar el juego en múltiples actos! Ahora mismo contamos con 2 actos, con 8 planeados en total. Cada acto será una actualización de contenido que añadirá nuevas áreas al juego para que puedas disfrutar el juego de forma fluida. Podrás encontrar las descargas en Itch.io.","Planejamos lançar o jogo em vários Atos! No momento temos 2 Atos feitos, com 8 Atos planejados no total. Cada Ato será uma simples atualização de conteúdo que adicionará áreas novas no jogo para que possa aproveitá-lo de forma fluída. Você pode baixar o jogo na Itch.io.","Planujemy wydawać grę w postaci kilku aktów! Obecnie mamy gotowe 2 akty, a w sumie planujemy 8. Każdy akt będzie prostą aktualizacją zawartości, która wzbogaci grę o nowe tereny, dzięki czemu będziecie mogli cieszyć się całą grą jako spójną całością. Możecie ją pobrać na stronie Itch.io.","Wir planen, das Spiel in mehreren Akten zu veröffentlichen! Derzeit sind zwei Akte fertiggestellt, insgesamt sind acht Akte geplant. Jeder Akt wird ein einfaches Inhaltsupdate sein, das dem Spiel neue Bereiche hinzufügt, sodass ihr das gesamte Spiel als nahtloses Erlebnis genießen könnt. Die Downloads für das Spiel findet ihr auf Itch.io.","Мы планируем выпускать игру по актам! Сейчас готово два акта из запланированных восьми. В каждый новый акт, помимо нового контента, будут добавляться и новые области, чтобы вы могли сразу насладиться цельным игровым процессом. Вы можете скачать игру на Itch.io.","Ми плануємо випускати гру у актах! Наразі ми закінчили 2 акти, яких всього заплановано бути 8. Кожен акт буде звичайним оновленням, що додасть нові місця, щоб ви могли насолодитися безшовним ігровим процесом. Можете завантажити гру на Itch.io.",""
"SITE_ABOUT_DL_INTRO_2","For Windows, for Mac, for Linux and beyond, please enjoy Mother Encore!","Passez un excellent moment sur MOTHER: Encore pour Windows, macOS et Linux !","Per Windows, Mac, Linux e oltre. Godetevi MOTHER: Encore!","Windows、Mac、LinuxなどでMOTHER：ENCOREをお楽しみください！","Windows, Max, Linux로 MOTHER: Encore를 즐겨주세요!","Para Windows, para Mac, para Linux y más allá, ¡disfruta de Mother Encore!","Para Windows, Mac, Linux e além, divirta-se com MOTHER Encore!","Baw się dobrze z MOTHER: Encore na systemie Windows, Mac i Linux!","Für Windows, für Mac, für Linux und darüber hinaus, bitte genieße Mother Encore!","Насладитесь игрой в MOTHER: Encore на Windows, Mac и Linux!","Насолоджуйтеся MOTHER: Encore на Windows, Mac і Linux!",""
"SITE_ABOUT_DL_INTRO_3","The Act 1 build is available via the Encore Discord or Google Drive.","L’Acte 1 du jeu est disponible au téléchargement sur le serveur Discord de MOTHER: Encore et sur Google Drive.","L'Atto 1 è disponibile attraverso il server Discord di Encore e Google Drive.","ACT 1は公式DiscordまたはGoogle Driveから入手可能です。","1막 빌드는 디스코드 또는 구글 드라이브를 통해 다운받을 수 있습니다.","El Acto 1 está disponible a través del servidor de Discord de Encore o a través de Google Drive.","O Primeiro Ato está disponível pelo servidor do Discord do Encore ou pelo Google Drive.","Akt 1 dostępny na naszym serwerze Discord lub na Dysku Google.","Akt 1 ist über den Encore-Discord oder Google Drive verfügbar.","Акт 1 доступен на Discord-сервере MOTHER: Encore и Google Диске.","Акт 1 доступний на Discord-сервері MOTHER: Encore та Google Диску.",""
